release_id,year,month,state,district,department,scheme,from_level,to_level,from_entity,to_entity,amount_released,amount_received,absorption_ratio,gap_amount
6079,2023,11,Karnataka,Mangaluru,Health,NHM,Central,State,Central Government,Karnataka,7766560.42,7044270.3,0.907,722290.12
6080,2023,11,Karnataka,Mangaluru,Health,NHM,State,District,Karnataka,Mangaluru,6830016.98,6047297.03,0.8854,782719.95
6081,2023,11,Karnataka,Mangaluru,Health,NHM,District,Department,Mangaluru,Health - NHM,5858869.18,5237829.05,0.894,621040.13
6082,2023,11,Karnataka,Mangaluru,Infrastructure,PMGSY,Central,State,Central Government,Karnataka,10433059.1,8973474.13,0.8601,1459584.97
6083,2023,11,Karnataka,Mangaluru,Infrastructure,PMGSY,State,District,Karnataka,Mangaluru,8679064.54,7635840.98,0.8798,1043223.56
6084,2023,11,Karnataka,Mangaluru,Infrastructure,PMGSY,District,Department,Mangaluru,Infrastructure - PMGSY,7582716.54,6485497.46,0.8553,1097219.08
6085,2023,11,Karnataka,Mangaluru,Rural Development,MGNREGS,Central,State,Central Government,Karnataka,8251486.17,8063352.29,0.9772,188133.88
6086,2023,11,Karnataka,Mangaluru,Rural Development,MGNREGS,State,District,Karnataka,Mangaluru,7807361.53,7682443.75,0.984,124917.78
6087,2023,11,Karnataka,Mangaluru,Rural Development,MGNREGS,District,Department,Mangaluru,Rural Development - MGNREGS,7313395.89,7089605.98,0.9694,223789.91
6088,2023,11,Karnataka,Mangaluru,Social Welfare,PMAY,Central,State,Central Government,Karnataka,6047198.1,5948024.05,0.9836,99174.05
6089,2023,11,Karnataka,Mangaluru,Social Welfare,PMAY,State,District,Karnataka,Mangaluru,5661923.45,5493764.32,0.9703,168159.13
6090,2023,11,Karnataka,Mangaluru,Social Welfare,PMAY,District,Department,Mangaluru,Social Welfare - PMAY,5352238.92,4952426.67,0.9253,399812.25
6091,2023,11,Karnataka,Mangaluru,Urban Development,AMRUT,Central,State,Central Government,Karnataka,5832301.94,5716239.13,0.9801,116062.81
6092,2023,11,Karnataka,Mangaluru,Urban Development,AMRUT,State,District,Karnataka,Mangaluru,5587620.44,5091998.51,0.9113,495621.93
6093,2023,11,Karnataka,Mangaluru,Urban Development,AMRUT,District,Department,Mangaluru,Urban Development - AMRUT,4855903.46,4370313.11,0.9,485590.35
6094,2023,11,Karnataka,Mangaluru,Water Supply,JJM,Central,State,Central Government,Karnataka,3946498.43,3876645.41,0.9823,69853.02
6095,2023,11,Karnataka,Mangaluru,Water Supply,JJM,State,District,Karnataka,Mangaluru,3781718.51,3636878.69,0.9617,144839.82
6096,2023,11,Karnataka,Mangaluru,Water Supply,JJM,District,Department,Mangaluru,Water Supply - JJM,3562917.51,3319570.24,0.9317,243347.27
6097,2023,11,Karnataka,Mysuru,Agriculture,PMKSY,Central,State,Central Government,Karnataka,6321630.28,6024513.66,0.953,297116.62
6098,2023,11,Karnataka,Mysuru,Agriculture,PMKSY,State,District,Karnataka,Mysuru,5817027.13,5322579.82,0.915,494447.31
6099,2023,11,Karnataka,Mysuru,Agriculture,PMKSY,District,Department,Mysuru,Agriculture - PMKSY,5270866.91,4539797.67,0.8613,731069.24
6100,2023,11,Karnataka,Mysuru,Education,SSA,Central,State,Central Government,Karnataka,6453549.48,6347711.27,0.9836,105838.21
6101,2023,11,Karnataka,Mysuru,Education,SSA,State,District,Karnataka,Mysuru,6130457.43,6005396.1,0.9796,125061.33
6102,2023,11,Karnataka,Mysuru,Education,SSA,District,Department,Mysuru,Education - SSA,5744297.54,5503611.47,0.9581,240686.07
6103,2023,11,Karnataka,Mysuru,Health,NHM,Central,State,Central Government,Karnataka,8804046.06,7933325.9,0.9011,870720.16
6104,2023,11,Karnataka,Mysuru,Health,NHM,State,District,Karnataka,Mysuru,7892954.6,7325451.16,0.9281,567503.44
6105,2023,11,Karnataka,Mysuru,Health,NHM,District,Department,Mysuru,Health - NHM,7088043.14,6140371.77,0.8663,947671.37
6106,2023,11,Karnataka,Mysuru,Infrastructure,PMGSY,Central,State,Central Government,Karnataka,11984495.46,10740504.83,0.8962,1243990.63
6107,2023,11,Karnataka,Mysuru,Infrastructure,PMGSY,State,District,Karnataka,Mysuru,10735992.62,9960853.95,0.9278,775138.67
6108,2023,11,Karnataka,Mysuru,Infrastructure,PMGSY,District,Department,Mysuru,Infrastructure - PMGSY,9779080.6,8060896.14,0.8243,1718184.46
6109,2023,11,Karnataka,Mysuru,Rural Development,MGNREGS,Central,State,Central Government,Karnataka,6734858.1,6474892.58,0.9614,259965.52
6110,2023,11,Karnataka,Mysuru,Rural Development,MGNREGS,State,District,Karnataka,Mysuru,6184032.16,5582944.23,0.9028,601087.93
6111,2023,11,Karnataka,Mysuru,Rural Development,MGNREGS,District,Department,Mysuru,Rural Development - MGNREGS,5324809.05,4553244.22,0.8551,771564.83
6112,2023,11,Karnataka,Mysuru,Social Welfare,PMAY,Central,State,Central Government,Karnataka,6777449.8,6639867.57,0.9797,137582.23
6113,2023,11,Karnataka,Mysuru,Social Welfare,PMAY,State,District,Karnataka,Mysuru,6568414.07,6333921.69,0.9643,234492.38
6114,2023,11,Karnataka,Mysuru,Social Welfare,PMAY,District,Department,Mysuru,Social Welfare - PMAY,6123469.73,5658698.38,0.9241,464771.35
6115,2023,11,Karnataka,Mysuru,Urban Development,AMRUT,Central,State,Central Government,Karnataka,5664142.47,5524804.57,0.9754,139337.9
6116,2023,11,Karnataka,Mysuru,Urban Development,AMRUT,State,District,Karnataka,Mysuru,5418433.9,5358289.28,0.9889,60144.62
6117,2023,11,Karnataka,Mysuru,Urban Development,AMRUT,District,Department,Mysuru,Urban Development - AMRUT,5120197.53,4764855.82,0.9306,355341.71
6118,2023,11,Karnataka,Mysuru,Water Supply,JJM,Central,State,Central Government,Karnataka,4315760.23,4270013.17,0.9894,45747.06
6119,2023,11,Karnataka,Mysuru,Water Supply,JJM,State,District,Karnataka,Mysuru,4221294.41,4157552.86,0.9849,63741.55
6120,2023,11,Karnataka,Mysuru,Water Supply,JJM,District,Department,Mysuru,Water Supply - JJM,4019047.07,3896868.04,0.9696,122179.03
6121,2023,11,Madhya Pradesh,Bhopal,Agriculture,PMKSY,Central,State,Central Government,Madhya Pradesh,4642098.56,3061464.0,0.6595,1580634.56
6122,2023,11,Madhya Pradesh,Bhopal,Agriculture,PMKSY,State,District,Madhya Pradesh,Bhopal,3039360.63,2391672.88,0.7869,647687.75
6123,2023,11,Madhya Pradesh,Bhopal,Agriculture,PMKSY,District,Department,Bhopal,Agriculture - PMKSY,2282921.76,1408562.73,0.617,874359.03
6124,2023,11,Madhya Pradesh,Bhopal,Education,SSA,Central,State,Central Government,Madhya Pradesh,6218642.65,4159028.2,0.6688,2059614.45
6125,2023,11,Madhya Pradesh,Bhopal,Education,SSA,State,District,Madhya Pradesh,Bhopal,3994625.94,3174129.77,0.7946,820496.17
6126,2023,11,Madhya Pradesh,Bhopal,Education,SSA,District,Department,Bhopal,Education - SSA,3121417.03,2237431.73,0.7168,883985.3
6127,2023,11,Madhya Pradesh,Bhopal,Health,NHM,Central,State,Central Government,Madhya Pradesh,6872622.81,6516620.95,0.9482,356001.86
6128,2023,11,Madhya Pradesh,Bhopal,Health,NHM,State,District,Madhya Pradesh,Bhopal,6450636.57,5996511.76,0.9296,454124.81
6129,2023,11,Madhya Pradesh,Bhopal,Health,NHM,District,Department,Bhopal,Health - NHM,5790995.14,5149931.98,0.8893,641063.16
6130,2023,11,Madhya Pradesh,Bhopal,Infrastructure,PMGSY,Central,State,Central Government,Madhya Pradesh,9260025.28,8676643.69,0.937,583381.59
6131,2023,11,Madhya Pradesh,Bhopal,Infrastructure,PMGSY,State,District,Madhya Pradesh,Bhopal,8668716.37,7397882.55,0.8534,1270833.82
6132,2023,11,Madhya Pradesh,Bhopal,Infrastructure,PMGSY,District,Department,Bhopal,Infrastructure - PMGSY,7310362.15,5775186.1,0.79,1535176.05
6133,2023,11,Madhya Pradesh,Bhopal,Rural Development,MGNREGS,Central,State,Central Government,Madhya Pradesh,6396407.6,5745892.95,0.8983,650514.65
6134,2023,11,Madhya Pradesh,Bhopal,Rural Development,MGNREGS,State,District,Madhya Pradesh,Bhopal,5469914.89,4743510.19,0.8672,726404.7
6135,2023,11,Madhya Pradesh,Bhopal,Rural Development,MGNREGS,District,Department,Bhopal,Rural Development - MGNREGS,4651164.19,3776280.21,0.8119,874883.98
6136,2023,11,Madhya Pradesh,Bhopal,Social Welfare,PMAY,Central,State,Central Government,Madhya Pradesh,5328447.8,3538089.34,0.664,1790358.46
6137,2023,11,Madhya Pradesh,Bhopal,Social Welfare,PMAY,State,District,Madhya Pradesh,Bhopal,3525707.22,2634761.01,0.7473,890946.21
6138,2023,11,Madhya Pradesh,Bhopal,Social Welfare,PMAY,District,Department,Bhopal,Social Welfare - PMAY,2546458.6,1677097.63,0.6586,869360.97
6139,2023,11,Madhya Pradesh,Bhopal,Urban Development,AMRUT,Central,State,Central Government,Madhya Pradesh,4890063.68,4665609.76,0.9541,224453.92
6140,2023,11,Madhya Pradesh,Bhopal,Urban Development,AMRUT,State,District,Madhya Pradesh,Bhopal,4589010.46,4170951.61,0.9089,418058.85
6141,2023,11,Madhya Pradesh,Bhopal,Urban Development,AMRUT,District,Department,Bhopal,Urban Development - AMRUT,4064136.35,3736160.55,0.9193,327975.8
6142,2023,11,Madhya Pradesh,Bhopal,Water Supply,JJM,Central,State,Central Government,Madhya Pradesh,3778738.25,3542944.98,0.9376,235793.27
6143,2023,11,Madhya Pradesh,Bhopal,Water Supply,JJM,State,District,Madhya Pradesh,Bhopal,3417493.41,3234657.51,0.9465,182835.9
6144,2023,11,Madhya Pradesh,Bhopal,Water Supply,JJM,District,Department,Bhopal,Water Supply - JJM,3196490.59,2782545.06,0.8705,413945.53
6145,2023,11,Madhya Pradesh,Gwalior,Agriculture,PMKSY,Central,State,Central Government,Madhya Pradesh,3753308.32,2447532.36,0.6521,1305775.96
6146,2023,11,Madhya Pradesh,Gwalior,Agriculture,PMKSY,State,District,Madhya Pradesh,Gwalior,2377465.69,1649723.44,0.6939,727742.25
6147,2023,11,Madhya Pradesh,Gwalior,Agriculture,PMKSY,District,Department,Gwalior,Agriculture - PMKSY,1648765.77,1105497.45,0.6705,543268.32
6148,2023,11,Madhya Pradesh,Gwalior,Education,SSA,Central,State,Central Government,Madhya Pradesh,5867150.14,5750980.57,0.9802,116169.57
6149,2023,11,Madhya Pradesh,Gwalior,Education,SSA,State,District,Madhya Pradesh,Gwalior,5604637.65,5211752.55,0.9299,392885.1
6150,2023,11,Madhya Pradesh,Gwalior,Education,SSA,District,Department,Gwalior,Education - SSA,4976095.0,4363040.1,0.8768,613054.9
6151,2023,11,Madhya Pradesh,Gwalior,Health,NHM,Central,State,Central Government,Madhya Pradesh,5645428.93,5380658.31,0.9531,264770.62
6152,2023,11,Madhya Pradesh,Gwalior,Health,NHM,State,District,Madhya Pradesh,Gwalior,5204307.73,4853537.39,0.9326,350770.34
6153,2023,11,Madhya Pradesh,Gwalior,Health,NHM,District,Department,Gwalior,Health - NHM,4831796.23,4199797.28,0.8692,631998.95
6154,2023,11,Madhya Pradesh,Gwalior,Infrastructure,PMGSY,Central,State,Central Government,Madhya Pradesh,7415879.64,7079198.7,0.9546,336680.94
6155,2023,11,Madhya Pradesh,Gwalior,Infrastructure,PMGSY,State,District,Madhya Pradesh,Gwalior,6786260.09,6064202.02,0.8936,722058.07
6156,2023,11,Madhya Pradesh,Gwalior,Infrastructure,PMGSY,District,Department,Gwalior,Infrastructure - PMGSY,5947308.77,5043317.84,0.848,903990.93
6157,2023,11,Madhya Pradesh,Gwalior,Rural Development,MGNREGS,Central,State,Central Government,Madhya Pradesh,6086081.26,5421481.19,0.8908,664600.07
6158,2023,11,Madhya Pradesh,Gwalior,Rural Development,MGNREGS,State,District,Madhya Pradesh,Gwalior,5335878.62,4524825.07,0.848,811053.55
6159,2023,11,Madhya Pradesh,Gwalior,Rural Development,MGNREGS,District,Department,Gwalior,Rural Development - MGNREGS,4393527.03,3597419.93,0.8188,796107.1
6160,2023,11,Madhya Pradesh,Gwalior,Social Welfare,PMAY,Central,State,Central Government,Madhya Pradesh,4639106.35,3825407.1,0.8246,813699.25
6161,2023,11,Madhya Pradesh,Gwalior,Social Welfare,PMAY,State,District,Madhya Pradesh,Gwalior,3716708.73,2952925.09,0.7945,763783.64
6162,2023,11,Madhya Pradesh,Gwalior,Social Welfare,PMAY,District,Department,Gwalior,Social Welfare - PMAY,2825997.08,1944568.59,0.6881,881428.49
6163,2023,11,Madhya Pradesh,Gwalior,Urban Development,AMRUT,Central,State,Central Government,Madhya Pradesh,4818452.12,4679198.85,0.9711,139253.27
6164,2023,11,Madhya Pradesh,Gwalior,Urban Development,AMRUT,State,District,Madhya Pradesh,Gwalior,4628594.01,4079179.9,0.8813,549414.11
6165,2023,11,Madhya Pradesh,Gwalior,Urban Development,AMRUT,District,Department,Gwalior,Urban Development - AMRUT,4061244.65,3507290.88,0.8636,553953.77
6166,2023,11,Madhya Pradesh,Gwalior,Water Supply,JJM,Central,State,Central Government,Madhya Pradesh,3881377.73,3837518.16,0.9887,43859.57
6167,2023,11,Madhya Pradesh,Gwalior,Water Supply,JJM,State,District,Madhya Pradesh,Gwalior,3814952.89,3684100.01,0.9657,130852.88
6168,2023,11,Madhya Pradesh,Gwalior,Water Supply,JJM,District,Department,Gwalior,Water Supply - JJM,3563003.42,3054919.13,0.8574,508084.29
6169,2023,11,Madhya Pradesh,Indore,Agriculture,PMKSY,Central,State,Central Government,Madhya Pradesh,4455918.08,3297824.97,0.7401,1158093.11
6170,2023,11,Madhya Pradesh,Indore,Agriculture,PMKSY,State,District,Madhya Pradesh,Indore,3263730.35,2111633.54,0.647,1152096.81
6171,2023,11,Madhya Pradesh,Indore,Agriculture,PMKSY,District,Department,Indore,Agriculture - PMKSY,2075707.42,1346096.26,0.6485,729611.16
6172,2023,11,Madhya Pradesh,Indore,Education,SSA,Central,State,Central Government,Madhya Pradesh,5975094.2,5874712.62,0.9832,100381.58
6173,2023,11,Madhya Pradesh,Indore,Education,SSA,State,District,Madhya Pradesh,Indore,5718151.36,5607219.22,0.9806,110932.14
6174,2023,11,Madhya Pradesh,Indore,Education,SSA,District,Department,Indore,Education - SSA,5370571.72,5153063.57,0.9595,217508.15
6175,2023,11,Madhya Pradesh,Indore,Health,NHM,Central,State,Central Government,Madhya Pradesh,5471487.69,5328681.86,0.9739,142805.83
6176,2023,11,Madhya Pradesh,Indore,Health,NHM,State,District,Madhya Pradesh,Indore,5237068.42,5146467.14,0.9827,90601.28
6177,2023,11,Madhya Pradesh,Indore,Health,NHM,District,Department,Indore,Health - NHM,4954164.15,4639079.31,0.9364,315084.84
6178,2023,11,Madhya Pradesh,Indore,Infrastructure,PMGSY,Central,State,Central Government,Madhya Pradesh,9784011.69,8389790.02,0.8575,1394221.67
6179,2023,11,Madhya Pradesh,Indore,Infrastructure,PMGSY,State,District,Madhya Pradesh,Indore,8310572.05,7484501.19,0.9006,826070.86
6180,2023,11,Madhya Pradesh,Indore,Infrastructure,PMGSY,District,Department,Indore,Infrastructure - PMGSY,7164647.93,5920865.05,0.8264,1243782.88
6181,2023,11,Madhya Pradesh,Indore,Rural Development,MGNREGS,Central,State,Central Government,Madhya Pradesh,5912130.04,5284853.04,0.8939,627277.0
6182,2023,11,Madhya Pradesh,Indore,Rural Development,MGNREGS,State,District,Madhya Pradesh,Indore,5187904.21,4287802.83,0.8265,900101.38
6183,2023,11,Madhya Pradesh,Indore,Rural Development,MGNREGS,District,Department,Indore,Rural Development - MGNREGS,4203909.56,3427447.46,0.8153,776462.1
6184,2023,11,Madhya Pradesh,Indore,Social Welfare,PMAY,Central,State,Central Government,Madhya Pradesh,5529314.13,3947930.29,0.714,1581383.84
6185,2023,11,Madhya Pradesh,Indore,Social Welfare,PMAY,State,District,Madhya Pradesh,Indore,3806111.53,2936034.43,0.7714,870077.1
6186,2023,11,Madhya Pradesh,Indore,Social Welfare,PMAY,District,Department,Indore,Social Welfare - PMAY,2796593.94,1844353.7,0.6595,952240.24
6187,2023,11,Madhya Pradesh,Indore,Urban Development,AMRUT,Central,State,Central Government,Madhya Pradesh,4850587.45,4489703.74,0.9256,360883.71
6188,2023,11,Madhya Pradesh,Indore,Urban Development,AMRUT,State,District,Madhya Pradesh,Indore,4469893.89,4224496.72,0.9451,245397.17
6189,2023,11,Madhya Pradesh,Indore,Urban Development,AMRUT,District,Department,Indore,Urban Development - AMRUT,4026774.04,3624096.64,0.9,402677.4
6190,2023,11,Madhya Pradesh,Indore,Water Supply,JJM,Central,State,Central Government,Madhya Pradesh,3766785.77,3695593.52,0.9811,71192.25
6191,2023,11,Madhya Pradesh,Indore,Water Supply,JJM,State,District,Madhya Pradesh,Indore,3568639.83,3309556.58,0.9274,259083.25
6192,2023,11,Madhya Pradesh,Indore,Water Supply,JJM,District,Department,Indore,Water Supply - JJM,3226942.65,2853585.39,0.8843,373357.26
6193,2023,11,Madhya Pradesh,Jabalpur,Agriculture,PMKSY,Central,State,Central Government,Madhya Pradesh,4479218.8,3077223.32,0.687,1401995.48
6194,2023,11,Madhya Pradesh,Jabalpur,Agriculture,PMKSY,State,District,Madhya Pradesh,Jabalpur,3039636.56,2131393.16,0.7012,908243.4
6195,2023,11,Madhya Pradesh,Jabalpur,Agriculture,PMKSY,District,Department,Jabalpur,Agriculture - PMKSY,2126972.25,1359347.96,0.6391,767624.29
6196,2023,11,Madhya Pradesh,Jabalpur,Education,SSA,Central,State,Central Government,Madhya Pradesh,6159154.92,6064919.85,0.9847,94235.07
6197,2023,11,Madhya Pradesh,Jabalpur,Education,SSA,State,District,Madhya Pradesh,Jabalpur,5962864.94,5707058.03,0.9571,255806.91
6198,2023,11,Madhya Pradesh,Jabalpur,Education,SSA,District,Department,Jabalpur,Education - SSA,5657829.22,4951732.13,0.8752,706097.09
6199,2023,11,Madhya Pradesh,Jabalpur,Health,NHM,Central,State,Central Government,Madhya Pradesh,5566128.99,5087998.51,0.9141,478130.48
6200,2023,11,Madhya Pradesh,Jabalpur,Health,NHM,State,District,Madhya Pradesh,Jabalpur,4969836.33,4438063.84,0.893,531772.49
6201,2023,11,Madhya Pradesh,Jabalpur,Health,NHM,District,Department,Jabalpur,Health - NHM,4381198.22,3886122.82,0.887,495075.4
6202,2023,11,Madhya Pradesh,Jabalpur,Infrastructure,PMGSY,Central,State,Central Government,Madhya Pradesh,9628991.33,8328114.6,0.8649,1300876.73
6203,2023,11,Madhya Pradesh,Jabalpur,Infrastructure,PMGSY,State,District,Madhya Pradesh,Jabalpur,8327572.64,6739504.54,0.8093,1588068.1
6204,2023,11,Madhya Pradesh,Jabalpur,Infrastructure,PMGSY,District,Department,Jabalpur,Infrastructure - PMGSY,6417208.18,5144675.8,0.8017,1272532.38
6205,2023,11,Madhya Pradesh,Jabalpur,Rural Development,MGNREGS,Central,State,Central Government,Madhya Pradesh,6349325.19,6205195.51,0.9773,144129.68
6206,2023,11,Madhya Pradesh,Jabalpur,Rural Development,MGNREGS,State,District,Madhya Pradesh,Jabalpur,6098133.47,5698095.91,0.9344,400037.56
6207,2023,11,Madhya Pradesh,Jabalpur,Rural Development,MGNREGS,District,Department,Jabalpur,Rural Development - MGNREGS,5474149.84,4911407.24,0.8972,562742.6
6208,2023,11,Madhya Pradesh,Jabalpur,Social Welfare,PMAY,Central,State,Central Government,Madhya Pradesh,4444399.5,2969747.75,0.6682,1474651.75
6209,2023,11,Madhya Pradesh,Jabalpur,Social Welfare,PMAY,State,District,Madhya Pradesh,Jabalpur,2837922.36,2052385.45,0.7232,785536.91
6210,2023,11,Madhya Pradesh,Jabalpur,Social Welfare,PMAY,District,Department,Jabalpur,Social Welfare - PMAY,2029909.2,1329590.53,0.655,700318.67
6211,2023,11,Madhya Pradesh,Jabalpur,Urban Development,AMRUT,Central,State,Central Government,Madhya Pradesh,4592903.89,4495075.04,0.9787,97828.85
6212,2023,11,Madhya Pradesh,Jabalpur,Urban Development,AMRUT,State,District,Madhya Pradesh,Jabalpur,4304135.16,4146173.4,0.9633,157961.76
6213,2023,11,Madhya Pradesh,Jabalpur,Urban Development,AMRUT,District,Department,Jabalpur,Urban Development - AMRUT,4079635.02,3922977.04,0.9616,156657.98
6214,2023,11,Madhya Pradesh,Jabalpur,Water Supply,JJM,Central,State,Central Government,Madhya Pradesh,3951846.77,3880318.34,0.9819,71528.43
6215,2023,11,Madhya Pradesh,Jabalpur,Water Supply,JJM,State,District,Madhya Pradesh,Jabalpur,3738171.55,3634624.2,0.9723,103547.35
6216,2023,11,Madhya Pradesh,Jabalpur,Water Supply,JJM,District,Department,Jabalpur,Water Supply - JJM,3632074.86,3350589.06,0.9225,281485.8
6217,2023,11,Madhya Pradesh,Ujjain,Agriculture,PMKSY,Central,State,Central Government,Madhya Pradesh,4495839.91,3377274.94,0.7512,1118564.97
6218,2023,11,Madhya Pradesh,Ujjain,Agriculture,PMKSY,State,District,Madhya Pradesh,Ujjain,3250981.52,2574452.27,0.7919,676529.25
6219,2023,11,Madhya Pradesh,Ujjain,Agriculture,PMKSY,District,Department,Ujjain,Agriculture - PMKSY,2507948.29,1629664.8,0.6498,878283.49
6220,2023,11,Madhya Pradesh,Ujjain,Education,SSA,Central,State,Central Government,Madhya Pradesh,6096874.74,4231231.07,0.694,1865643.67
6221,2023,11,Madhya Pradesh,Ujjain,Education,SSA,State,District,Madhya Pradesh,Ujjain,4195868.35,3065501.42,0.7306,1130366.93
6222,2023,11,Madhya Pradesh,Ujjain,Education,SSA,District,Department,Ujjain,Education - SSA,3052204.14,1937539.19,0.6348,1114664.95
6223,2023,11,Madhya Pradesh,Ujjain,Health,NHM,Central,State,Central Government,Madhya Pradesh,5775373.92,5200724.21,0.9005,574649.71
6224,2023,11,Madhya Pradesh,Ujjain,Health,NHM,State,District,Madhya Pradesh,Ujjain,5072750.52,4919553.45,0.9698,153197.07
6225,2023,11,Madhya Pradesh,Ujjain,Health,NHM,District,Department,Ujjain,Health - NHM,4844521.72,4222485.13,0.8716,622036.59
6226,2023,11,Madhya Pradesh,Ujjain,Infrastructure,PMGSY,Central,State,Central Government,Madhya Pradesh,7805352.27,7271466.17,0.9316,533886.1
